variant,screen_date,ticker,Region,base_score,residual_score,vcp_score,Final_Score,Total_Score
Residual_30_VCP_10,2018-12-31,JP1.T,JP,0.875,0.875,0.5520833333333334,0.8427083333333334,0.7481567379899846
Residual_30_VCP_10,2018-12-31,JP0.T,JP,0.75,1.0,0.53125,0.803125,0.3656953346720122
Residual_30_VCP_10,2018-12-31,JP5.T,JP,0.625,0.375,0.4479166666666667,0.5322916666666666,0.016609784269769598
Residual_30_VCP_10,2018-12-31,JP7.T,JP,0.5,0.5,0.3020833333333333,0.4802083333333333,-0.11068074475081727
Residual_30_VCP_10,2018-12-31,JP6.T,JP,0.25,0.625,0.5104166666666666,0.3885416666666667,-0.6595935769177579
Residual_30_VCP_10,2019-03-29,US3,US,1.0,1.0,0.4895833333333333,0.9489583333333332,1.022931813937737
Residual_30_VCP_10,2019-03-29,US7,US,0.875,0.875,0.34375,0.8218750000000001,0.5028262262368348
Residual_30_VCP_10,2019-03-29,US6,US,0.75,0.5,0.6354166666666666,0.6635416666666667,0.34021989169174566
Residual_30_VCP_10,2019-03-29,US4,US,0.625,0.625,0.375,0.6,0.04948899076808164
Residual_30_VCP_10,2019-03-29,US0,US,0.5,0.75,0.40625,0.5656249999999999,-0.06110086966937517
Residual_30_VCP_10,2019-03-29,US1,US,0.375,0.375,0.3333333333333333,0.3708333333333333,-0.4755342941434701
Residual_30_VCP_10,2019-03-29,JP3.T,JP,1.0,0.875,0.4895833333333333,0.9114583333333334,0.7803579473048027
Residual_30_VCP_10,2019-03-29,JP0.T,JP,0.875,1.0,0.4479166666666667,0.8697916666666666,0.6400913507353692
Residual_30_VCP_10,2019-03-29,JP4.T,JP,0.625,0.625,0.5,0.6125,0.1558745115566786
Residual_30_VCP_10,2019-03-29,JP5.T,JP,0.75,0.25,0.3645833333333333,0.5614583333333333,0.34985392996221065
Residual_30_VCP_10,2019-03-29,JP1.T,JP,0.5,0.5,0.23958333333333334,0.4739583333333333,0.022934410545459673
Residual_30_VCP_10,2019-03-29,JP6.T,JP,0.25,0.75,0.6145833333333334,0.43645833333333334,-0.36190723376996825
Residual_30_VCP_10,2019-06-28,US0,US,1.0,1.0,0.4583333333333333,0.9458333333333333,0.4218909971408872
Residual_30_VCP_10,2019-06-28,US3,US,0.875,0.5,0.3229166666666667,0.7072916666666668,0.41634395467843466
Residual_30_VCP_10,2019-06-28,US6,US,0.75,0.625,0.6458333333333334,0.7020833333333333,0.4148966228513166
Residual_30_VCP_10,2019-06-28,US4,US,0.625,0.875,0.6458333333333334,0.7020833333333333,0.3421078477536663
Residual_30_VCP_10,2019-06-28,US5,US,0.375,0.75,0.19791666666666666,0.4697916666666666,-0.18654726959332474
Residual_30_VCP_10,2019-06-28,US7,US,0.5,0.25,0.3645833333333333,0.4114583333333333,0.0672011220203802
Residual_30_VCP_10,2019-06-28,JP0.T,JP,1.0,1.0,0.3645833333333333,0.9364583333333333,1.0611792498621084
Residual_30_VCP_10,2019-06-28,JP3.T,JP,0.75,0.875,0.4270833333333333,0.7552083333333333,0.34420561153178214
Residual_30_VCP_10,2019-06-28,JP5.T,JP,0.875,0.375,0.5520833333333334,0.6927083333333333,0.460609021584705
Residual_30_VCP_10,2019-06-28,JP7.T,JP,0.625,0.25,0.4270833333333333,0.49270833333333336,0.05545768222347319
Residual_30_VCP_10,2019-06-28,JP4.T,JP,0.375,0.75,0.40625,0.490625,-0.22573025687629975
Residual_30_VCP_10,2019-06-28,JP1.T,JP,0.5,0.5,0.3020833333333333,0.4802083333333333,-0.1758282516306289
Residual_30_VCP_10,2019-09-30,US1,US,1.0,1.0,0.65625,0.965625,0.5633827565856264
Residual_30_VCP_10,2019-09-30,US2,US,0.625,0.875,0.4479166666666667,0.6822916666666666,-0.04376783047991985
Residual_30_VCP_10,2019-09-30,US7,US,0.75,0.5,0.5208333333333334,0.6520833333333333,0.39991309485986465
Residual_30_VCP_10,2019-09-30,US3,US,0.875,0.25,0.25,0.625,0.5395145959835123
Residual_30_VCP_10,2019-09-30,US0,US,0.5,0.625,0.3020833333333333,0.5177083333333333,-0.2271304581952055
Residual_30_VCP_10,2019-09-30,US4,US,0.25,0.75,0.4270833333333333,0.41770833333333335,-0.42878998256635315
Residual_30_VCP_10,2019-09-30,JP0.T,JP,1.0,1.0,0.375,0.9374999999999999,1.292631892897783
Residual_30_VCP_10,2019-09-30,JP5.T,JP,0.875,0.875,0.6041666666666666,0.8479166666666668,0.7294389944964809
Residual_30_VCP_10,2019-09-30,JP4.T,JP,0.75,0.75,0.5625,0.73125,0.02183944921481576
Residual_30_VCP_10,2019-09-30,JP3.T,JP,0.625,0.625,0.5416666666666666,0.6166666666666667,-0.15337203649423706
Residual_30_VCP_10,2019-09-30,JP1.T,JP,0.5,0.5,0.25,0.475,-0.20538227837930773
Residual_30_VCP_10,2019-09-30,JP6.T,JP,0.375,0.375,0.14583333333333334,0.3520833333333333,-0.3955592018582055
Residual_30_VCP_10,2019-12-31,US1,US,1.0,1.0,0.625,0.9624999999999999,0.7371931510542875
Residual_30_VCP_10,2019-12-31,US7,US,0.75,0.75,0.3958333333333333,0.7145833333333332,0.09677087087911014
Residual_30_VCP_10,2019-12-31,US3,US,0.875,0.375,0.4791666666666667,0.6854166666666667,0.6747088862310425
Residual_30_VCP_10,2019-12-31,US4,US,0.625,0.875,0.4166666666666667,0.6791666666666666,-0.169139675648988
Residual_30_VCP_10,2019-12-31,US2,US,0.5,0.5,0.3125,0.48124999999999996,-0.17146249956794257
Residual_30_VCP_10,2019-12-31,US0,US,0.25,0.625,0.4166666666666667,0.3791666666666667,-0.3942098555120815
Residual_30_VCP_10,2019-12-31,JP0.T,JP,1.0,0.75,0.5625,0.88125,0.8149350083421064
Residual_30_VCP_10,2019-12-31,JP4.T,JP,0.875,1.0,0.5,0.875,0.7122286535723154
Residual_30_VCP_10,2019-12-31,JP3.T,JP,0.75,0.875,0.5208333333333334,0.7645833333333333,0.34905638166394226
Residual_30_VCP_10,2019-12-31,JP6.T,JP,0.5,0.5,0.3020833333333333,0.4802083333333333,-0.1950535920870513
Residual_30_VCP_10,2019-12-31,JP1.T,JP,0.375,0.625,0.6458333333333334,0.4770833333333333,-0.39248847531900843
Residual_30_VCP_10,2019-12-31,JP5.T,JP,0.625,0.25,0.21875,0.471875,0.053739785383209004
Residual_30_VCP_10,2020-03-31,US1,US,1.0,1.0,0.5208333333333334,0.9520833333333333,1.0199840976684584
Residual_30_VCP_10,2020-03-31,US5,US,0.75,0.875,0.5416666666666666,0.7666666666666666,0.2358008732106182
Residual_30_VCP_10,2020-03-31,US3,US,0.875,0.5,0.3333333333333333,0.7083333333333334,0.4365823369877292
Residual_30_VCP_10,2020-03-31,US4,US,0.5,0.75,0.5625,0.5812499999999999,-0.14059889543304888
Residual_30_VCP_10,2020-03-31,US6,US,0.625,0.25,0.375,0.48750000000000004,0.024754782589777424
Residual_30_VCP_10,2020-03-31,US7,US,0.375,0.625,0.4583333333333333,0.4583333333333333,-0.21848303782670256
Residual_30_VCP_10,2020-03-31,JP0.T,JP,1.0,0.625,0.4895833333333333,0.8364583333333333,0.8702436046730162
Residual_30_VCP_10,2020-03-31,JP3.T,JP,0.875,0.75,0.3854166666666667,0.7885416666666667,0.4131815064232725
Residual_30_VCP_10,2020-03-31,JP4.T,JP,0.75,0.875,0.5520833333333334,0.7677083333333332,0.31439768499863907
Residual_30_VCP_10,2020-03-31,JP1.T,JP,0.625,1.0,0.46875,0.721875,-0.029534062599745198
Residual_30_VCP_10,2020-03-31,JP5.T,JP,0.5,0.5,0.3854166666666667,0.48854166666666665,-0.047234607639768514
Residual_30_VCP_10,2020-03-31,JP6.T,JP,0.375,0.375,0.5104166666666666,0.3885416666666666,-0.39627484503803145
Residual_30_VCP_10,2020-06-30,US1,US,1.0,0.875,0.25,0.8875000000000001,0.6352659932863662
Residual_30_VCP_10,2020-06-30,US5,US,0.875,1.0,0.5625,0.88125,0.6242231319234794
Residual_30_VCP_10,2020-06-30,US3,US,0.75,0.5,0.21875,0.621875,0.517921557649943
Residual_30_VCP_10,2020-06-30,US6,US,0.5,0.625,0.6875,0.55625,-0.29340276302740553
Residual_30_VCP_10,2020-06-30,US2,US,0.625,0.375,0.3645833333333333,0.5239583333333333,-0.13321357554498997
Residual_30_VCP_10,2020-06-30,US7,US,0.375,0.75,0.625,0.5125,-0.33312982579214045
Residual_30_VCP_10,2020-06-30,JP3.T,JP,1.0,0.875,0.4791666666666667,0.9104166666666668,0.6689612578926519
Residual_30_VCP_10,2020-06-30,JP0.T,JP,0.875,0.625,0.4791666666666667,0.7604166666666667,0.6362855339830281
Residual_30_VCP_10,2020-06-30,JP4.T,JP,0.75,0.75,0.3958333333333333,0.7145833333333332,0.25386209187839137
Residual_30_VCP_10,2020-06-30,JP1.T,JP,0.625,1.0,0.3541666666666667,0.7104166666666667,0.2093108571347272
Residual_30_VCP_10,2020-06-30,JP2.T,JP,0.5,0.5,0.3645833333333333,0.48645833333333327,-0.04537127710087311
Residual_30_VCP_10,2020-06-30,JP5.T,JP,0.375,0.375,0.4791666666666667,0.38541666666666663,-0.23204494021675034
Residual_30_VCP_10,2020-09-30,US3,US,1.0,0.875,0.3541666666666667,0.8979166666666667,0.8342337850570172
Residual_30_VCP_10,2020-09-30,US5,US,0.875,1.0,0.28125,0.8531249999999999,0.592082673008602
Residual_30_VCP_10,2020-09-30,US1,US,0.75,0.75,0.6666666666666666,0.7416666666666666,0.5478154245817124
Residual_30_VCP_10,2020-09-30,US6,US,0.625,0.5,0.4479166666666667,0.5697916666666667,0.07671295377697974
Residual_30_VCP_10,2020-09-30,US4,US,0.375,0.625,0.4375,0.45625,-0.3076758519602001
Residual_30_VCP_10,2020-09-30,US7,US,0.5,0.375,0.2708333333333333,0.4395833333333333,-0.29387673670085146
Residual_30_VCP_10,2020-09-30,JP4.T,JP,1.0,1.0,0.5208333333333334,0.9520833333333333,0.5971064368515789
Residual_30_VCP_10,2020-09-30,JP3.T,JP,0.875,0.625,0.4166666666666667,0.7541666666666667,0.5516040337364303
Residual_30_VCP_10,2020-09-30,JP2.T,JP,0.75,0.75,0.4583333333333333,0.7208333333333332,0.5494905404749173
Residual_30_VCP_10,2020-09-30,JP1.T,JP,0.625,0.875,0.5833333333333334,0.6958333333333333,0.35193281767887596
Residual_30_VCP_10,2020-09-30,JP0.T,JP,0.5,0.25,0.14583333333333334,0.38958333333333334,-0.12032757180635012
Residual_30_VCP_10,2020-09-30,JP5.T,JP,0.375,0.375,0.3541666666666667,0.3729166666666666,-0.35271131105913
Residual_30_VCP_10,2020-12-31,US5,US,1.0,0.875,0.2916666666666667,0.8916666666666667,1.0298856093207904
Residual_30_VCP_10,2020-12-31,US1,US,0.875,1.0,0.6041666666666666,0.8854166666666666,0.9796880603938685
Residual_30_VCP_10,2020-12-31,US3,US,0.75,0.5,0.4895833333333333,0.6489583333333333,0.054671261792616
Residual_30_VCP_10,2020-12-31,US7,US,0.625,0.625,0.4166666666666667,0.6041666666666666,0.04709269340378387
Residual_30_VCP_10,2020-12-31,US6,US,0.5,0.75,0.40625,0.5656249999999999,-0.06486686977601533
Residual_30_VCP_10,2020-12-31,US4,US,0.375,0.375,0.28125,0.365625,-0.522490706481652
Residual_30_VCP_10,2020-12-31,JP2.T,JP,1.0,1.0,0.53125,0.9531249999999999,0.8804100496395324
Residual_30_VCP_10,2020-12-31,JP4.T,JP,0.875,0.875,0.5729166666666666,0.8447916666666667,0.6739792525406838
Residual_30_VCP_10,2020-12-31,JP3.T,JP,0.625,0.75,0.6979166666666666,0.6697916666666667,0.09109434123418325
Residual_30_VCP_10,2020-12-31,JP1.T,JP,0.75,0.5,0.375,0.6375,0.10273377346278584
Residual_30_VCP_10,2020-12-31,JP5.T,JP,0.375,0.625,0.4479166666666667,0.45729166666666665,-0.18826981972160584
Residual_30_VCP_10,2020-12-31,JP0.T,JP,0.5,0.375,0.22916666666666666,0.4354166666666667,0.008117311897360875
Residual_30_VCP_10,2021-03-31,US3,US,1.0,1.0,0.625,0.9624999999999999,1.0287534343035367
Residual_30_VCP_10,2021-03-31,US7,US,0.875,0.875,0.3958333333333333,0.8270833333333334,0.7217939860567246
Residual_30_VCP_10,2021-03-31,US1,US,0.75,0.75,0.4166666666666667,0.7166666666666666,0.12378649110907877
Residual_30_VCP_10,2021-03-31,US5,US,0.625,0.25,0.4375,0.49375,0.04659515592769123
Residual_30_VCP_10,2021-03-31,US4,US,0.5,0.5,0.3333333333333333,0.4833333333333333,-0.304880200368058
Residual_30_VCP_10,2021-03-31,US6,US,0.375,0.375,0.5,0.38749999999999996,-0.40566811565105687
Residual_30_VCP_10,2021-03-31,JP2.T,JP,1.0,0.75,0.3958333333333333,0.8645833333333333,1.0318614379505626
Residual_30_VCP_10,2021-03-31,JP3.T,JP,0.875,0.875,0.6041666666666666,0.8479166666666668,0.4567315055434124
Residual_30_VCP_10,2021-03-31,JP4.T,JP,0.75,0.625,0.4375,0.6812499999999999,0.4235833797658273
Residual_30_VCP_10,2021-03-31,JP0.T,JP,0.625,0.375,0.5,0.5375,-0.04397760941581029
Residual_30_VCP_10,2021-03-31,JP6.T,JP,0.25,1.0,0.4895833333333333,0.4989583333333333,-0.5011922594128011
Residual_30_VCP_10,2021-03-31,JP5.T,JP,0.5,0.25,0.17708333333333334,0.3927083333333333,-0.2969762559675282
Residual_30_VCP_10,2021-06-30,US3,US,1.0,1.0,0.5520833333333334,0.9552083333333332,1.0218611856244484
Residual_30_VCP_10,2021-06-30,US1,US,0.875,0.875,0.34375,0.8218750000000001,0.45295065671787205
Residual_30_VCP_10,2021-06-30,US4,US,0.75,0.75,0.2604166666666667,0.7010416666666666,0.3309051311742085
Residual_30_VCP_10,2021-06-30,US7,US,0.625,0.625,0.5416666666666666,0.6166666666666667,0.3117919127735437
Residual_30_VCP_10,2021-06-30,US6,US,0.375,0.5,0.3125,0.40625,-0.5587162083543422
Residual_30_VCP_10,2021-06-30,US5,US,0.5,0.125,0.4375,0.38125,-0.2114970275276083
Residual_30_VCP_10,2021-06-30,JP3.T,JP,1.0,0.875,0.5,0.9125000000000001,1.295600737885372
Residual_30_VCP_10,2021-06-30,JP0.T,JP,0.875,0.75,0.5729166666666666,0.8072916666666666,0.343230342859276
Residual_30_VCP_10,2021-06-30,JP1.T,JP,0.625,1.0,0.625,0.7375,-0.08925454863619761
Residual_30_VCP_10,2021-06-30,JP2.T,JP,0.75,0.5,0.3645833333333333,0.6364583333333333,0.10707837159530409
Residual_30_VCP_10,2021-06-30,JP7.T,JP,0.375,0.375,0.3854166666666667,0.3760416666666666,-0.3007155059939056
Residual_30_VCP_10,2021-06-30,JP5.T,JP,0.5,0.125,0.16666666666666666,0.35416666666666663,-0.2781851430586062
Residual_30_VCP_10,2021-09-30,US3,US,1.0,0.875,0.40625,0.9031250000000001,0.9424296457149071
Residual_30_VCP_10,2021-09-30,US1,US,0.875,1.0,0.53125,0.8781249999999999,0.7500290344759476
Residual_30_VCP_10,2021-09-30,US2,US,0.625,0.625,0.4479166666666667,0.6072916666666667,-0.19303090752083266
Residual_30_VCP_10,2021-09-30,US7,US,0.75,0.375,0.23958333333333334,0.5864583333333333,0.3149229537480751
Residual_30_VCP_10,2021-09-30,US6,US,0.5,0.75,0.4895833333333333,0.5739583333333332,-0.217371963432426
Residual_30_VCP_10,2021-09-30,US0,US,0.25,0.5,0.4479166666666667,0.34479166666666666,-0.540944814948108
Residual_30_VCP_10,2021-09-30,JP1.T,JP,1.0,0.875,0.3645833333333333,0.8989583333333334,0.9414457477967987
Residual_30_VCP_10,2021-09-30,JP0.T,JP,0.75,1.0,0.46875,0.796875,0.6604393689476727
Residual_30_VCP_10,2021-09-30,JP3.T,JP,0.875,0.75,0.3541666666666667,0.7854166666666667,0.6761337905722715
Residual_30_VCP_10,2021-09-30,JP6.T,JP,0.625,0.625,0.5625,0.61875,-0.18436810488971483
Residual_30_VCP_10,2021-09-30,JP4.T,JP,0.375,0.375,0.375,0.375,-0.5829929517514444
Residual_30_VCP_10,2021-09-30,JP5.T,JP,0.5,0.125,0.3229166666666667,0.36979166666666663,-0.2747267047755921
Residual_30_VCP_10,2021-12-31,US3,US,1.0,0.875,0.5,0.9125000000000001,0.8499237435530032
Residual_30_VCP_10,2021-12-31,US1,US,0.875,1.0,0.6666666666666666,0.8916666666666666,0.801136088832435
Residual_30_VCP_10,2021-12-31,US7,US,0.75,0.5,0.375,0.6375,0.16909954603796729
Residual_30_VCP_10,2021-12-31,US6,US,0.5,0.75,0.6458333333333334,0.5895833333333332,-0.09071187484491676
Residual_30_VCP_10,2021-12-31,US4,US,0.625,0.25,0.10416666666666667,0.4604166666666667,0.03543951058148638
Residual_30_VCP_10,2021-12-31,US2,US,0.375,0.375,0.3854166666666667,0.3760416666666666,-0.47450608435287406
Residual_30_VCP_10,2021-12-31,JP0.T,JP,1.0,1.0,0.5,0.95,0.8322308176268898
Residual_30_VCP_10,2021-12-31,JP1.T,JP,0.875,0.75,0.3958333333333333,0.7895833333333333,0.7472291727623425
Residual_30_VCP_10,2021-12-31,JP6.T,JP,0.75,0.875,0.625,0.7749999999999999,0.29645312544126246
Residual_30_VCP_10,2021-12-31,JP3.T,JP,0.625,0.625,0.4583333333333333,0.6083333333333334,0.1587826952567939
Residual_30_VCP_10,2021-12-31,JP5.T,JP,0.5,0.125,0.3020833333333333,0.3677083333333333,-0.12926613480085952
Residual_30_VCP_10,2021-12-31,JP7.T,JP,0.375,0.375,0.25,0.3625,-0.3825895796434202
Residual_30_VCP_10,2022-03-31,US1,US,1.0,1.0,0.3333333333333333,0.9333333333333332,0.7856757215467
Residual_30_VCP_10,2022-03-31,US3,US,0.875,0.875,0.625,0.8500000000000001,0.7671004426284467
Residual_30_VCP_10,2022-03-31,US7,US,0.75,0.75,0.34375,0.709375,0.26666965211740734
Residual_30_VCP_10,2022-03-31,US6,US,0.625,0.5,0.5833333333333334,0.5833333333333334,0.017340442698798753
Residual_30_VCP_10,2022-03-31,US2,US,0.5,0.375,0.5208333333333334,0.46458333333333335,-0.32419541206002706
Residual_30_VCP_10,2022-03-31,US0,US,0.125,0.625,0.5,0.3125,-0.637869636631488
Residual_30_VCP_10,2022-03-31,JP1.T,JP,1.0,1.0,0.4583333333333333,0.9458333333333333,1.273795303475008
Residual_30_VCP_10,2022-03-31,JP6.T,JP,0.875,0.875,0.5625,0.8437500000000001,0.5126786401260813
Residual_30_VCP_10,2022-03-31,JP0.T,JP,0.75,0.75,0.3854166666666667,0.7135416666666666,0.13553000536339216
Residual_30_VCP_10,2022-03-31,JP3.T,JP,0.625,0.25,0.40625,0.49062500000000003,-0.1513035145242034
Residual_30_VCP_10,2022-03-31,JP7.T,JP,0.5,0.375,0.19791666666666666,0.43229166666666663,-0.3297355516130342
Residual_30_VCP_10,2022-03-31,JP2.T,JP,0.25,0.5,0.5833333333333334,0.35833333333333334,-0.45529785252956506
Residual_30_VCP_10,2022-06-30,US2,US,1.0,1.0,0.6041666666666666,0.9604166666666666,0.4468444769306326
Residual_30_VCP_10,2022-06-30,US6,US,0.875,0.375,0.3125,0.66875,0.37187706296979894
Residual_30_VCP_10,2022-06-30,US1,US,0.625,0.75,0.6458333333333334,0.6645833333333333,0.3142966071341522
Residual_30_VCP_10,2022-06-30,US7,US,0.75,0.5,0.3541666666666667,0.6354166666666666,0.3262976237806216
Residual_30_VCP_10,2022-06-30,US5,US,0.375,0.875,0.4583333333333333,0.5333333333333333,-0.2262928762144309
Residual_30_VCP_10,2022-06-30,US3,US,0.5,0.25,0.3125,0.40625,-0.2079120072197633
Residual_30_VCP_10,2022-06-30,JP1.T,JP,1.0,1.0,0.5104166666666666,0.9510416666666666,1.3247088630945902
Residual_30_VCP_10,2022-06-30,JP6.T,JP,0.875,0.875,0.6145833333333334,0.8489583333333335,0.7186407008475454
Residual_30_VCP_10,2022-06-30,JP7.T,JP,0.625,0.625,0.40625,0.603125,-0.23986197714866847
Residual_30_VCP_10,2022-06-30,JP0.T,JP,0.75,0.375,0.3645833333333333,0.5989583333333334,-0.14669182493995425
Residual_30_VCP_10,2022-06-30,JP2.T,JP,0.5,0.5,0.46875,0.49687499999999996,-0.35234091808509815
Residual_30_VCP_10,2022-06-30,JP4.T,JP,0.375,0.75,0.3645833333333333,0.48645833333333327,-0.40675562386409164
Residual_30_VCP_10,2022-09-30,US2,US,1.0,1.0,0.5,0.95,0.6688033204054938
Residual_30_VCP_10,2022-09-30,US6,US,0.875,0.875,0.3854166666666667,0.8260416666666668,0.45915323499489125
Residual_30_VCP_10,2022-09-30,US1,US,0.75,0.75,0.6145833333333334,0.7364583333333332,0.38040558373264566
Residual_30_VCP_10,2022-09-30,US5,US,0.5,0.625,0.4166666666666667,0.5291666666666667,-0.1435330770403368
Residual_30_VCP_10,2022-09-30,US4,US,0.625,0.25,0.3645833333333333,0.4864583333333333,0.25891100198240824
Residual_30_VCP_10,2022-09-30,US7,US,0.375,0.5,0.2604166666666667,0.4010416666666667,-0.4585251026469378
Residual_30_VCP_10,2022-09-30,JP1.T,JP,1.0,1.0,0.40625,0.9406249999999999,1.2433139038514642
Residual_30_VCP_10,2022-09-30,JP6.T,JP,0.875,0.75,0.5104166666666666,0.8010416666666667,0.33690160757175036
Residual_30_VCP_10,2022-09-30,JP7.T,JP,0.75,0.625,0.5729166666666666,0.6947916666666666,0.13414532093918888
Residual_30_VCP_10,2022-09-30,JP4.T,JP,0.5,0.875,0.6979166666666666,0.6322916666666667,-0.12328954272517342
Residual_30_VCP_10,2022-09-30,JP2.T,JP,0.625,0.375,0.15625,0.503125,-0.09502243837859711
Residual_30_VCP_10,2022-09-30,JP0.T,JP,0.375,0.5,0.2916666666666667,0.4041666666666667,-0.37876767025452396
Residual_30_VCP_10,2022-12-30,US2,US,1.0,0.875,0.5729166666666666,0.9197916666666667,0.7937478936381406
Residual_30_VCP_10,2022-12-30,US6,US,0.875,1.0,0.5729166666666666,0.8822916666666666,0.7860134608427272
Residual_30_VCP_10,2022-12-30,US5,US,0.75,0.75,0.14583333333333334,0.6895833333333332,0.500589658371068
Residual_30_VCP_10,2022-12-30,US4,US,0.625,0.625,0.46875,0.609375,0.01563732442287477
Residual_30_VCP_10,2022-12-30,US0,US,0.5,0.375,0.25,0.4375,-0.29103553150244077
Residual_30_VCP_10,2022-12-30,US7,US,0.375,0.5,0.46875,0.421875,-0.4266559671843158
Residual_30_VCP_10,2022-12-30,JP1.T,JP,1.0,1.0,0.3333333333333333,0.9333333333333332,1.5552141867823666
Residual_30_VCP_10,2022-12-30,JP4.T,JP,0.75,0.875,0.5625,0.7687499999999999,-0.007232586475729788
Residual_30_VCP_10,2022-12-30,JP2.T,JP,0.875,0.375,0.1875,0.65625,0.3595401552969313
Residual_30_VCP_10,2022-12-30,JP6.T,JP,0.625,0.625,0.3125,0.59375,-0.09093294476786037
Residual_30_VCP_10,2022-12-30,JP7.T,JP,0.5,0.75,0.3958333333333333,0.5645833333333332,-0.14533071682992277
Residual_30_VCP_10,2022-12-30,JP3.T,JP,0.375,0.125,0.4270833333333333,0.3052083333333333,-0.3381276961021413
Residual_30_VCP_10,2023-03-31,US4,US,1.0,0.875,0.6875,0.93125,0.8878663851458698
Residual_30_VCP_10,2023-03-31,US6,US,0.875,1.0,0.4791666666666667,0.8729166666666667,0.7937960865997169
Residual_30_VCP_10,2023-03-31,US2,US,0.75,0.75,0.4166666666666667,0.7166666666666666,0.3283103789061229
Residual_30_VCP_10,2023-03-31,US7,US,0.625,0.625,0.5625,0.61875,0.10304670688855425
Residual_30_VCP_10,2023-03-31,US0,US,0.5,0.375,0.3958333333333333,0.4520833333333333,-0.3939519777279701
Residual_30_VCP_10,2023-03-31,US1,US,0.375,0.5,0.2604166666666667,0.4010416666666667,-0.4477370165927324
Residual_30_VCP_10,2023-03-31,JP1.T,JP,1.0,0.875,0.25,0.8875000000000001,1.1904783258438776
Residual_30_VCP_10,2023-03-31,JP4.T,JP,0.875,1.0,0.375,0.8624999999999999,0.4827070269420607
Residual_30_VCP_10,2023-03-31,JP3.T,JP,0.75,0.75,0.5,0.725,0.06571835418482568
Residual_30_VCP_10,2023-03-31,JP7.T,JP,0.5,0.5,0.4791666666666667,0.4979166666666666,-0.2678401435113592
Residual_30_VCP_10,2023-03-31,JP0.T,JP,0.375,0.625,0.4583333333333333,0.4583333333333333,-0.28434995616601944
Residual_30_VCP_10,2023-03-31,JP2.T,JP,0.625,0.125,0.3333333333333333,0.4458333333333333,-0.22683842787024022
Residual_30_VCP_10,2023-06-30,US6,US,1.0,1.0,0.4479166666666667,0.9447916666666666,1.3484485856109076
Residual_30_VCP_10,2023-06-30,US4,US,0.875,0.875,0.4479166666666667,0.8322916666666668,0.3218637046424033
Residual_30_VCP_10,2023-06-30,US2,US,0.75,0.625,0.46875,0.684375,0.2642724522716735
Residual_30_VCP_10,2023-06-30,US1,US,0.625,0.5,0.6145833333333334,0.5864583333333333,-0.2599796280249556
Residual_30_VCP_10,2023-06-30,US0,US,0.5,0.75,0.3645833333333333,0.5614583333333333,-0.2644992871417009
Residual_30_VCP_10,2023-06-30,US7,US,0.375,0.375,0.4270833333333333,0.3802083333333333,-0.31388383858379904
Residual_30_VCP_10,2023-06-30,JP0.T,JP,1.0,1.0,0.4270833333333333,0.9427083333333333,1.078343850462406
Residual_30_VCP_10,2023-06-30,JP4.T,JP,0.875,0.75,0.3645833333333333,0.7864583333333334,0.6556027400228547
Residual_30_VCP_10,2023-06-30,JP1.T,JP,0.75,0.875,0.59375,0.7718749999999999,0.5232548039623881
Residual_30_VCP_10,2023-06-30,JP3.T,JP,0.625,0.625,0.53125,0.615625,0.05126031097104512
Residual_30_VCP_10,2023-06-30,JP5.T,JP,0.375,0.375,0.3020833333333333,0.3677083333333333,-0.4602706083109189
Residual_30_VCP_10,2023-06-30,JP2.T,JP,0.5,0.125,0.28125,0.365625,-0.3715416356456381
Residual_30_VCP_10,2023-09-29,US6,US,1.0,1.0,0.4583333333333333,0.9458333333333333,1.1609242785812284
Residual_30_VCP_10,2023-09-29,US7,US,0.75,0.75,0.25,0.7,0.1935822651006217
Residual_30_VCP_10,2023-09-29,US5,US,0.875,0.375,0.4166666666666667,0.6791666666666666,0.2832078741794113
Residual_30_VCP_10,2023-09-29,US0,US,0.625,0.625,0.4791666666666667,0.6104166666666667,-0.056661438561504185
Residual_30_VCP_10,2023-09-29,US1,US,0.375,0.875,0.4791666666666667,0.5354166666666667,-0.2926349734279682
Residual_30_VCP_10,2023-09-29,US4,US,0.5,0.5,0.3958333333333333,0.48958333333333326,-0.1779063699977034
Residual_30_VCP_10,2023-09-29,JP3.T,JP,0.875,0.875,0.25,0.8125000000000001,0.6427470021481473
Residual_30_VCP_10,2023-09-29,JP7.T,JP,0.75,1.0,0.6041666666666666,0.8104166666666667,0.5537265031110973
Residual_30_VCP_10,2023-09-29,JP0.T,JP,1.0,0.5,0.3125,0.78125,0.6685410402063989
Residual_30_VCP_10,2023-09-29,JP4.T,JP,0.625,0.75,0.4791666666666667,0.6479166666666667,0.2569722135735076
Residual_30_VCP_10,2023-09-29,JP1.T,JP,0.5,0.625,0.5208333333333334,0.5395833333333333,0.19001209265919694
Residual_30_VCP_10,2023-09-29,JP5.T,JP,0.375,0.375,0.4166666666666667,0.37916666666666665,-0.3549733977989222
Residual_30_VCP_10,2023-12-29,US1,US,1.0,1.0,0.53125,0.9531249999999999,1.328080051090776
Residual_30_VCP_10,2023-12-29,US5,US,0.875,0.5,0.375,0.7125,0.1817514958647048
Residual_30_VCP_10,2023-12-29,US7,US,0.5,0.625,0.6041666666666666,0.5479166666666666,-0.12402886526116819
Residual_30_VCP_10,2023-12-29,US3,US,0.75,0.25,0.21875,0.5468749999999999,0.07998212414116684
